Species,Location,Latitude,Longitude,Observation Date
Bucephala albeola,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Podilymbus podiceps,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Phalacrocorax auritus,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Haliaeetus leucocephalus,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Colaptes auratus,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Corvus brachyrhynchos,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Regulus calendula,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Turdus migratorius,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Passerella iliaca,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Zonotrichia leucophrys,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Zonotrichia atricapilla,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Melospiza melodia,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Pipilo maculatus,Marymoor Park,47.662576,-122.12052,2024-12-20 14:32:00
Branta canadensis,Marymoor Park,47.662576,-122.12052,2024-12-20 14:26:00
Megaceryle alcyon,Marymoor Park,47.662576,-122.12052,2024-12-20 14:26:00
Picoides pubescens,Marymoor Park,47.662576,-122.12052,2024-12-20 14:26:00
Picoides villosus,Marymoor Park,47.662576,-122.12052,2024-12-20 14:26:00
Poecile atricapillus,Marymoor Park,47.662576,-122.12052,2024-12-20 14:26:00
Regulus satrapa,Marymoor Park,47.662576,-122.12052,2024-12-20 14:26:00
Haemorhous mexicanus,Marymoor Park,47.662576,-122.12052,2024-12-20 14:26:00
Junco hyemalis,Marymoor Park,47.662576,-122.12052,2024-12-20 14:26:00
Agelaius phoeniceus,Marymoor Park,47.662576,-122.12052,2024-12-20 14:26:00
Setophaga coronata,Marymoor Park,47.662576,-122.12052,2024-12-20 14:26:00
Mergus merganser,Marymoor Park,47.662576,-122.12052,2024-12-20 13:41:00
Ardea herodias,Marymoor Park,47.662576,-122.12052,2024-12-20 13:41:00
Poecile rufescens,Marymoor Park,47.662576,-122.12052,2024-12-20 13:41:00
Sitta canadensis,Marymoor Park,47.662576,-122.12052,2024-12-20 13:41:00
Certhia americana,Marymoor Park,47.662576,-122.12052,2024-12-20 13:41:00
Thryomanes bewickii,Marymoor Park,47.662576,-122.12052,2024-12-20 13:41:00
Mareca strepera,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Mareca americana,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Anas platyrhynchos,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Calypte anna,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Larus brachyrhynchus,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Larus glaucescens,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Buteo jamaicensis,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Dryocopus pileatus,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Lanius excubitor,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Cyanocitta stelleri,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Troglodytes pacificus,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
Cistothorus palustris,Marymoor Park,47.662576,-122.12052,2024-12-20 08:57:00
