Species,Location,Latitude,Longitude,Observation Date
Branta canadensis,"Seattle, WA, USA",47.5854803529,-122.4046498567,2024-10-14
Glaucous-winged Gull,Seattle,47.5800476074,-122.4094848633,2024-10-19
Rock Pigeon,"King County, US-WA, US",47.5812911987,-122.4066390991,2024-10-19
Western x Glaucous-winged Gull (hybrid),Seattle,47.5809364319,-122.4073791504,2024-10-19
Western x Glaucous-winged Gull (hybrid),"Seattle, WA, USA",47.5802893458,-122.4101769492,2024-10-14
California Gull,"Alki, Seattle, WA 98116, USA",47.5799619284,-122.4093814171,2024-07-20
Strix varia,"SW Walker St, Seattle, WA, US",47.5835136998,-122.3946747222,2024-09-26
Glaucous-winged Gull,"Alki Ave SW & 53RD Ave SW, Seattle, WA 98116, USA",47.58333309,-122.40206636,2024-09-12
Glaucous-winged Gull,"Seattle, WA, USA",47.5808356923,-122.4091829652,2024-09-10
American Crow,"Seattle, WA, USA",47.5808356923,-122.4091829652,2024-09-10
American Crow,"Alki Ave SW, Seattle, WA, US",47.581355,-122.4040966667,2024-09-01
Brown-headed Cowbird,"Alki Beach Park, Seattle, WA, US",47.581425,-122.4060833333,2024-09-01
Sanderling,"Alki Beach Park, Seattle, WA, US",47.5813033333,-122.4062883333,2024-09-01
Glaucous-winged Gull,"Alki Beach Park, Seattle, WA, US",47.5795216667,-122.4106916667,2024-09-01
Lesser Black-backed Gull,"Alki Beach Park, Seattle, WA, US",47.5795283333,-122.410645,2024-09-01
Great Blue Heron,"Alki Trail, Seattle, WA, US",47.58478,-122.3998416667,2024-09-01
Sanderling,"Alki Ave SW, Seattle, WA, US",47.5810966667,-122.4074866667,2024-08-31
Sanderling,Seattle,47.581237793,-122.4063796997,2024-08-29
Corvus brachyrhynchos caurinus,Seattle,47.5816345215,-122.4055709839,2024-08-29
Western x Glaucous-winged Gull (hybrid),Seattle,47.5802307129,-122.4069290161,2024-08-29
Pine Siskin,"Schmitz Park, Seattle, Wa",47.5752612304,-122.4008347426,2024-08-03
California Gull,"Alki Trail, Seattle, WA, US",47.5831616667,-122.4029466667,2024-08-17
Rock Pigeon,"King County, US-WA, US",47.5789489746,-122.411277771,2024-08-14
California Gull,"Alki Beach, Seattle, WA 98116, USA",47.5814993,-122.4057008,2024-08-08
Western Gull,"Alki Ave SW & 59th Ave SW, Seattle, WA 98116, USA",47.5797833333,-122.4079027778,2024-08-07
Glaucous-winged Gull,"Alki, Seattle, WA 98116, USA",47.5799333333,-122.4094027778,2024-08-07
Osprey,"Alki, Seattle, WA 98116, USA",47.5790972222,-122.4100861111,2024-08-07
Red-breasted Sapsucker,"North Admiral, Seattle, WA, USA",47.5841138889,-122.3889638889,2024-05-28
Glaucous-winged Gull,"Alki Trail, Seattle, WA, US",47.5889883333,-122.3949033333,2024-07-13
Strix varia,"Alki Beach Park, Seattle, WA, US",47.581013591,-122.4063616789,2024-06-20
Rock Pigeon,"West Seattle, Seattle, WA, USA",47.5903680685,-122.3937976733,2024-02-10
Bucephala clangula,"Seattle, WA, USA",47.5903343768,-122.3944782838,2024-02-10
Black Turnstone,"Alki Beach Park, Seattle, WA, US",47.5843400092,-122.4003479099,2024-01-01
Glaucous-winged Gull,"Alki Beach Park, Seattle, WA, US",47.5800366667,-122.40912,2024-05-13
American Crow,"60th Ave SW, Seattle, WA, US",47.5776241851,-122.4090596445,2024-04-26
Brant,"West Seattle, Seattle, WA, USA",47.5821083333,-122.4051833333,2024-04-14
Bufflehead,"Seattle, WA, USA",47.5806583333,-122.4089416667,2024-04-14
Horned Grebe,"Seattle, WA, USA",47.5806027778,-122.4089444444,2024-04-14
Glaucous-winged Gull,"Seattle, WA, USA",47.5802888889,-122.4094055556,2024-04-14
Rock Pigeon,"Alki Beach Park, Seattle, WA, US",47.5802308471,-122.4076857332,2024-04-26
Bald Eagle,"Alki Trail, Seattle, WA, US",47.58633991,-122.3989474559,2024-04-22
Glaucous-winged Gull,"Alki, Seattle, WA 98116, USA",47.5793359029,-122.4108122307,2023-10-13
Brant,"Alki Beach Park, Seattle, WA, US",47.58175,-122.40522,2024-04-13
Brant,"Alki Trail, Seattle, WA, US",47.58163,-122.406075,2024-04-07
Pacific Wren,"Schmitz Preserve Park, Seattle, WA, US",47.5754663243,-122.4021455029,2024-04-03
American Crow,"Alki Ave SW & 59th Ave SW, Seattle, WA 98116, USA",47.5803930041,-122.4084311351,2024-03-16
Bufflehead,"Alki Trail, Seattle, WA, US",47.5887833333,-122.39518,2024-02-10
Western x Glaucous-winged Gull (hybrid),"Alki, Seattle, WA 98116, USA",47.5810666667,-122.4070888889,2024-02-10
Black Turnstone,"Alki, Seattle, WA 98116, USA",47.5874277778,-122.396775,2024-02-10
House Finch,"Alki, Seattle, WA 98116, USA",47.5878361111,-122.3962694444,2024-02-10
Glaucous-winged Gull,"Alki, Seattle, WA 98116, USA",47.5874166667,-122.3967972222,2024-02-10
Brant,"Alki, Seattle, WA 98116, USA",47.5807805556,-122.4077444444,2024-02-10
Bufflehead,"Alki, Seattle, WA 98116, USA",47.58005,-122.40906,2024-01-15
Western x Glaucous-winged Gull (hybrid),"Alki Beach, Seattle, WA 98116, USA",47.5814993,-122.4057008,2024-01-29
Bufflehead,"Seattle, WA, USA",47.5849438676,-122.40520508,2024-01-29
Surf Scoter,"Alki Beach, Seattle, WA 98116, USA",47.5814993,-122.4057008,2024-01-29
Bucephala clangula,"Alki Trail, Seattle, WA, US",47.5875834606,-122.3966349521,2024-01-13
Western x Glaucous-winged Gull (hybrid),"Alki Trail, Seattle, WA, US",47.5869770194,-122.3973306508,2024-01-13
American Crow,"Alki Trail, Seattle, WA, US",47.5868590095,-122.3974756972,2024-01-13
Black Turnstone,"Alki Trail, Seattle, WA, US",47.5867083333,-122.3976533333,2024-01-13
Horned Grebe,"Alki Trail, Seattle, WA, US",47.5845866667,-122.4000466667,2024-01-13
European Starling,"Alki Beach Park, Seattle, WA, US",47.5833008439,-122.401563801,2024-01-13
Brant,"Alki Beach Park, Seattle, WA, US",47.5804916183,-122.4081166354,2024-01-01
Brant,"Alki Trail, Seattle, WA, US",47.5814690702,-122.4065886389,2023-11-29
Rock Pigeon,"Alki Beach Park, Seattle, WA, US",47.5805866667,-122.407875,2023-11-19
Bald Eagle,"Alki Beach Park, Seattle, WA, US",47.5829866667,-122.4023666667,2023-11-08
Varied Thrush,"Schmitz Preserve Park, Seattle, WA, US",47.5753333333,-122.401305,2023-11-03
Horned Grebe,"Seattle, WA, US",47.5838074486,-122.4034122347,2023-10-28
Western Grebe,"Seattle, WA, US",47.5839430453,-122.4034710059,2023-10-28
Bonaparte's Gull,"Alki Beach Park, Seattle, WA, US",47.5829416667,-122.4030833333,2023-10-28
Surf Scoter,"Alki Trail, Seattle, WA, US",47.5835473712,-122.4030516695,2023-10-18
Aechmophorus clarkii,"Seattle, WA, US",47.585111511,-122.4041645531,2023-10-18
Strix varia,"Alki Beach Park, Seattle, WA, US",47.5830791356,-122.4018635526,2023-10-18
Bufflehead,"Alki Trail, Seattle, WA, US",47.58822,-122.39588,2023-04-29
Surf Scoter,"Alki Trail, Seattle, WA, US",47.586675,-122.3977283333,2023-04-29
American Crow,"Alki Beach Park, Seattle, WA, US",47.58155,-122.4059966667,2023-04-29
Cooper's Hawk,"Alki Beach Park, Seattle, WA, US",47.5828597612,-122.4023438396,2023-10-12
Anna's Hummingbird,"Schmitz Boulevard, Seattle, WA, US",47.577645,-122.40622,2023-10-07
Larus heermanni,"Seattle, WA, US",47.5838421359,-122.4038745591,2023-10-07
Black Turnstone,"Alki Beach Park, Seattle, WA, US",47.5841833333,-122.4006583333,2023-10-01
Surfbird,"Alki Trail, Seattle, WA, US",47.5875791305,-122.3981159124,2023-08-20
Black Turnstone,"Alki Beach Park, Seattle, WA, US",47.5841366667,-122.4007866667,2023-09-11
Black Turnstone,"Alki Trail, Seattle, WA, US",47.5866407148,-122.397788364,2023-09-10
American Crow,"Alki Ave SW & 61st Ave SW, Seattle, WA 98116, USA",47.5796710894,-122.4104491621,2023-08-19
Black Turnstone,"Alki Trail, Seattle, WA, US",47.5877237024,-122.3965944064,2023-08-20
Black Turnstone,"Alki Trail, Seattle, WA, US",47.589479427,-122.3945966059,2023-08-19
Surfbird,"Alki Trail, Seattle, WA, US",47.5895597994,-122.394526257,2023-08-19
Osprey,"Alki Trail, Seattle, WA, US",47.5834758857,-122.4025995245,2023-07-22
Western x Glaucous-winged Gull (hybrid),"Alki Beach Park, Seattle, WA, US",47.5800083333,-122.4093083333,2023-07-14
Pipilo maculatus,"King County, US-WA, US",47.5757995516,-122.4028883129,2023-07-13
Bewick's Wren,"King County, US-WA, US",47.5756802202,-122.4026168572,2023-07-13
House Sparrow,"Alki Beach Park, Seattle, WA, US",47.57977,-122.4097216667,2023-07-08
Osprey,"Alki Trail, Seattle, WA, US",47.58273,-122.4045866667,2023-07-07
American Crow,"Seattle, WA, US",47.5842323574,-122.4023339433,2023-07-05
Strix varia,"Alki Beach Park, Seattle, WA, US",47.5833277551,-122.4015268275,2023-06-30
Pelagic Cormorant,"Alki Beach, Seattle, WA 98116, USA",47.5814993,-122.4057008,2023-06-30
Pigeon Guillemot,"Seattle, WA, USA",47.5864402677,-122.4075651776,2023-06-30
Glaucous-winged Gull,"Alki Beach, Seattle, WA 98116, USA",47.5814993,-122.4057008,2023-06-30
Strix varia,"Alki Beach Park, Seattle, WA, US",47.5826746941,-122.4024946144,2023-06-26
Strix varia,"Seattle, WA, US",47.58108,-122.4092383333,2023-06-14
Western x Glaucous-winged Gull (hybrid),"Alki Beach Park, Seattle, WA, US",47.5808716667,-122.40735,2023-06-20
American Crow,"Alki Beach Park, Seattle, WA, US",47.5807916667,-122.4074166667,2023-06-20
Glaucous-winged Gull,"Alki Beach Park, Seattle, WA, US",47.5795966667,-122.4106533333,2023-06-20
Bald Eagle,"Seattle, WA, US",47.5868616667,-122.3992916667,2023-06-18
American Crow,"Alki Trail, Seattle, WA, US",47.5824583333,-122.4045783333,2023-05-18
Strix varia,"King County, US-WA, US",47.5786733086,-122.3929292174,2023-05-07
Wilson's Warbler,"North Admiral, Seattle, WA, USA",47.5759331081,-122.4028781608,2023-04-28
American Crow,"Alki Trail, Seattle, WA, US",47.5827666667,-122.404495,2023-04-21
Killdeer,"Alki Trail, Seattle, WA, US",47.582725,-122.4036716667,2023-04-21
Hermit Thrush,"Schmitz Preserve Park, Seattle, WA, US",47.5762033333,-122.4023366667,2023-04-18
Black Turnstone,"Alki Ave SW, Seattle, WA, US",47.5836466667,-122.4006033333,2023-04-17
Red-necked Grebe,"Alki Trail, Seattle, WA, US",47.5873033333,-122.396805,2023-04-17
Bufflehead,"Duwamish Head Greenbelt, Seattle, WA, US",47.5872004506,-122.3955729846,2023-04-17
Rock Pigeon,"North Admiral, Seattle, WA, USA",47.5826168099,-122.4026305228,2023-03-26
Brant,"Alki Beach Park, Seattle, WA, US",47.5827916667,-122.4028633333,2023-03-17
Brant,Seattle,47.5826416016,-122.4035644531,2023-03-04
Red-necked Grebe,"Seattle, WA, USA",47.5831170494,-122.4129669167,2023-02-04
Surf Scoter,"Seattle, WA, USA",47.5821022929,-122.4105894805,2023-02-04
Horned Grebe,"Seattle, WA, USA",47.5815984105,-122.4132160397,2023-02-04
